reading test data from : satellite_test_adj.txt
handling NNC with K:3
test_object =     0, predicted_class =   2, true_class =   2, nn =     5, distance =    1.28, accuracy = 1.00
test_object =  1858, predicted_class =   0, true_class =   0, nn =  4043, distance =    2.05, accuracy = 1.00
test_object =  1859, predicted_class =   4, true_class =   4, nn =  4119, distance =    1.33, accuracy = 1.00
test_object =  1860, predicted_class =   4, true_class =   4, nn =  4124, distance =    1.82, accuracy = 1.00
test_object =  1861, predicted_class =   4, true_class =   4, nn =  4128, distance =    1.80, accuracy = 1.00
test_object =  1862, predicted_class =   4, true_class =   4, nn =  4182, distance =    1.95, accuracy = 1.00
test_object =  1863, predicted_class =   2, true_class =   2, nn =  4134, distance =    1.12, accuracy = 1.00
test_object =  1864, predicted_class =   3, true_class =   2, nn =   875, distance =    0.97, accuracy = 0.00
test_object =  1865, predicted_class =   3, true_class =   2, nn =  1226, distance =    1.00, accuracy = 0.00
test_object =  1866, predicted_class =   2, true_class =   2, nn =   223, distance =    1.27, accuracy = 1.00
test_object =  1867, predicted_class =   2, true_class =   2, nn =   285, distance =    1.11, accuracy = 1.00
test_object =  1868, predicted_class =   2, true_class =   2, nn =   412, distance =    1.16, accuracy = 1.00
test_object =  1869, predicted_class =   2, true_class =   2, nn =   100, distance =    0.85, accuracy = 1.00
test_object =  1870, predicted_class =   3, true_class =   2, nn =  1867, distance =    0.93, accuracy = 0.00
test_object =  1871, predicted_class =   2, true_class =   2, nn =  3718, distance =    1.16, accuracy = 1.00
test_object =  1872, predicted_class =   0, true_class =   0, nn =  3662, distance =    1.17, accuracy = 1.00
test_object =  1873, predicted_class =   0, true_class =   0, nn =  4153, distance =    1.01, accuracy = 1.00
test_object =  1874, predicted_class =   0, true_class =   0, nn =  4098, distance =    1.35, accuracy = 1.00
test_object =  1875, predicted_class =   0, true_class =   0, nn =  4401, distance =    1.51, accuracy = 1.00
test_object =  1876, predicted_class =   0, true_class =   0, nn =  4215, distance =    1.38, accuracy = 1.00
test_object =  1877, predicted_class =   0, true_class =   0, nn =  4278, distance =    1.52, accuracy = 1.00
test_object =  1878, predicted_class =   0, true_class =   0, nn =  4401, distance =    1.31, accuracy = 1.00
test_object =  1879, predicted_class =   0, true_class =   0, nn =  4215, distance =    1.50, accuracy = 1.00
test_object =  1880, predicted_class =   0, true_class =   0, nn =  4160, distance =    1.72, accuracy = 1.00
test_object =  1881, predicted_class =   0, true_class =   0, nn =  3733, distance =    1.71, accuracy = 1.00
test_object =  1882, predicted_class =   0, true_class =   0, nn =  4280, distance =    1.82, accuracy = 1.00
test_object =  1883, predicted_class =   0, true_class =   0, nn =  3553, distance =    1.64, accuracy = 1.00
test_object =  1884, predicted_class =   0, true_class =   0, nn =  4220, distance =    1.50, accuracy = 1.00
test_object =  1885, predicted_class =   0, true_class =   0, nn =  4339, distance =    1.26, accuracy = 1.00
test_object =  1886, predicted_class =   0, true_class =   0, nn =  2927, distance =    1.27, accuracy = 1.00
test_object =  1887, predicted_class =   0, true_class =   0, nn =  4223, distance =    0.98, accuracy = 1.00
test_object =  1888, predicted_class =   0, true_class =   0, nn =  4166, distance =    0.90, accuracy = 1.00
test_object =  1889, predicted_class =   0, true_class =   0, nn =  4349, distance =    0.95, accuracy = 1.00
test_object =  1890, predicted_class =   0, true_class =   0, nn =  4425, distance =    2.20, accuracy = 1.00
test_object =  1891, predicted_class =   0, true_class =   0, nn =  3982, distance =    2.28, accuracy = 1.00
test_object =  1892, predicted_class =   4, true_class =   0, nn =  3523, distance =    2.03, accuracy = 0.00
test_object =  1893, predicted_class =   4, true_class =   4, nn =  4174, distance =    1.24, accuracy = 1.00
test_object =  1894, predicted_class =   4, true_class =   4, nn =  4176, distance =    1.22, accuracy = 1.00
test_object =  1895, predicted_class =   4, true_class =   4, nn =  4177, distance =    1.37, accuracy = 1.00
test_object =  1896, predicted_class =   4, true_class =   4, nn =  4124, distance =    1.89, accuracy = 1.00
test_object =  1897, predicted_class =   4, true_class =   4, nn =  4240, distance =    1.94, accuracy = 1.00
test_object =  1898, predicted_class =   4, true_class =   4, nn =  4244, distance =    1.67, accuracy = 1.00
test_object =  1899, predicted_class =   3, true_class =   2, nn =  1225, distance =    0.96, accuracy = 0.00
test_object =  1900, predicted_class =   3, true_class =   2, nn =  1227, distance =    1.24, accuracy = 0.00
test_object =  1901, predicted_class =   2, true_class =   2, nn =  4135, distance =    1.01, accuracy = 1.00
test_object =  1902, predicted_class =   2, true_class =   2, nn =  1351, distance =    1.51, accuracy = 1.00
test_object =  1903, predicted_class =   0, true_class =   0, nn =  4390, distance =    1.18, accuracy = 1.00
test_object =  1904, predicted_class =   0, true_class =   0, nn =  3723, distance =    1.05, accuracy = 1.00
test_object =  1905, predicted_class =   0, true_class =   0, nn =  4321, distance =    1.02, accuracy = 1.00
test_object =  1906, predicted_class =   0, true_class =   0, nn =  4207, distance =    1.00, accuracy = 1.00
test_object =  1907, predicted_class =   0, true_class =   0, nn =  4207, distance =    1.26, accuracy = 1.00
test_object =  1908, predicted_class =   0, true_class =   0, nn =  4210, distance =    0.97, accuracy = 1.00
test_object =  1909, predicted_class =   0, true_class =   0, nn =  3919, distance =    1.34, accuracy = 1.00
test_object =  1910, predicted_class =   0, true_class =   0, nn =  4041, distance =    1.35, accuracy = 1.00
test_object =  1911, predicted_class =   0, true_class =   0, nn =  4401, distance =    1.47, accuracy = 1.00
test_object =  1912, predicted_class =   0, true_class =   0, nn =  4219, distance =    1.31, accuracy = 1.00
test_object =  1913, predicted_class =   0, true_class =   0, nn =  4219, distance =    1.26, accuracy = 1.00
test_object =  1914, predicted_class =   0, true_class =   0, nn =  4109, distance =    1.20, accuracy = 1.00
test_object =  1915, predicted_class =   0, true_class =   0, nn =  3082, distance =    1.70, accuracy = 1.00
test_object =  1916, predicted_class =   2, true_class =   0, nn =  2959, distance =    2.44, accuracy = 0.00
test_object =  1917, predicted_class =   4, true_class =   4, nn =  4297, distance =    1.86, accuracy = 1.00
test_object =  1918, predicted_class =   4, true_class =   4, nn =  4174, distance =    1.75, accuracy = 1.00
test_object =  1919, predicted_class =   4, true_class =   4, nn =  4175, distance =    1.60, accuracy = 1.00
test_object =  1920, predicted_class =   4, true_class =   4, nn =  4426, distance =    1.47, accuracy = 1.00
test_object =  1921, predicted_class =   4, true_class =   4, nn =  4362, distance =    1.66, accuracy = 1.00
test_object =  1922, predicted_class =   4, true_class =   4, nn =  4177, distance =    1.24, accuracy = 1.00
test_object =  1923, predicted_class =   4, true_class =   4, nn =  4239, distance =    1.58, accuracy = 1.00
test_object =  1924, predicted_class =   4, true_class =   4, nn =  4244, distance =    1.40, accuracy = 1.00
test_object =  1925, predicted_class =   3, true_class =   3, nn =  4183, distance =    1.21, accuracy = 1.00
test_object =  1926, predicted_class =   3, true_class =   3, nn =  4185, distance =    1.17, accuracy = 1.00
test_object =  1927, predicted_class =   3, true_class =   3, nn =  4185, distance =    1.07, accuracy = 1.00
test_object =  1928, predicted_class =   2, true_class =   2, nn =  2905, distance =    1.48, accuracy = 1.00
test_object =  1929, predicted_class =   0, true_class =   0, nn =  4264, distance =    1.15, accuracy = 1.00
test_object =  1930, predicted_class =   0, true_class =   0, nn =  4267, distance =    1.05, accuracy = 1.00
test_object =  1931, predicted_class =   0, true_class =   0, nn =  4268, distance =    1.10, accuracy = 1.00
test_object =  1932, predicted_class =   0, true_class =   0, nn =  4269, distance =    1.05, accuracy = 1.00
test_object =  1933, predicted_class =   0, true_class =   0, nn =  3859, distance =    1.34, accuracy = 1.00
test_object =  1934, predicted_class =   0, true_class =   0, nn =  3859, distance =    1.16, accuracy = 1.00
test_object =  1935, predicted_class =   0, true_class =   0, nn =  4278, distance =    1.31, accuracy = 1.00
test_object =  1936, predicted_class =   0, true_class =   0, nn =  4279, distance =    1.61, accuracy = 1.00
test_object =  1937, predicted_class =   0, true_class =   0, nn =  4280, distance =    1.58, accuracy = 1.00
test_object =  1938, predicted_class =   0, true_class =   0, nn =  4335, distance =    1.65, accuracy = 1.00
test_object =  1939, predicted_class =   0, true_class =   0, nn =  4282, distance =    1.41, accuracy = 1.00
test_object =  1940, predicted_class =   0, true_class =   0, nn =  4164, distance =    1.05, accuracy = 1.00
test_object =  1941, predicted_class =   0, true_class =   0, nn =  3063, distance =    1.12, accuracy = 1.00
test_object =  1942, predicted_class =   0, true_class =   0, nn =  2469, distance =    1.14, accuracy = 1.00
test_object =  1943, predicted_class =   0, true_class =   0, nn =  4292, distance =    1.24, accuracy = 1.00
test_object =  1944, predicted_class =   0, true_class =   0, nn =  4291, distance =    0.98, accuracy = 1.00
test_object =  1945, predicted_class =   0, true_class =   0, nn =  4276, distance =    1.35, accuracy = 1.00
test_object =  1946, predicted_class =   0, true_class =   0, nn =  4040, distance =    1.34, accuracy = 1.00
test_object =  1947, predicted_class =   0, true_class =   0, nn =  4334, distance =    1.25, accuracy = 1.00
test_object =  1948, predicted_class =   4, true_class =   4, nn =  4299, distance =    1.59, accuracy = 1.00
test_object =  1949, predicted_class =   4, true_class =   4, nn =  4239, distance =    1.96, accuracy = 1.00
test_object =  1950, predicted_class =   4, true_class =   4, nn =  4302, distance =    1.21, accuracy = 1.00
test_object =  1951, predicted_class =   2, true_class =   2, nn =  4188, distance =    1.59, accuracy = 1.00
test_object =  1952, predicted_class =   3, true_class =   2, nn =  1226, distance =    0.93, accuracy = 0.00
test_object =  1953, predicted_class =   2, true_class =   2, nn =   548, distance =    1.05, accuracy = 1.00
test_object =  1954, predicted_class =   0, true_class =   0, nn =  4262, distance =    1.68, accuracy = 1.00
test_object =  1955, predicted_class =   0, true_class =   0, nn =  4384, distance =    1.28, accuracy = 1.00
test_object =  1956, predicted_class =   0, true_class =   0, nn =  3968, distance =    0.90, accuracy = 1.00
test_object =  1957, predicted_class =   0, true_class =   0, nn =  4325, distance =    1.16, accuracy = 1.00
test_object =  1958, predicted_class =   0, true_class =   0, nn =  4325, distance =    1.11, accuracy = 1.00
test_object =  1959, predicted_class =   0, true_class =   0, nn =  3499, distance =    1.26, accuracy = 1.00
test_object =  1960, predicted_class =   0, true_class =   0, nn =  4090, distance =    1.07, accuracy = 1.00
test_object =  1961, predicted_class =   0, true_class =   0, nn =  4334, distance =    1.38, accuracy = 1.00
test_object =  1962, predicted_class =   0, true_class =   0, nn =  4400, distance =    1.40, accuracy = 1.00
test_object =  1963, predicted_class =   0, true_class =   0, nn =  4109, distance =    1.33, accuracy = 1.00
test_object =  1964, predicted_class =   0, true_class =   0, nn =  4338, distance =    1.14, accuracy = 1.00
test_object =  1965, predicted_class =   0, true_class =   0, nn =  4339, distance =    1.00, accuracy = 1.00
test_object =  1966, predicted_class =   0, true_class =   0, nn =  4351, distance =    1.01, accuracy = 1.00
test_object =  1967, predicted_class =   0, true_class =   0, nn =  4354, distance =    2.11, accuracy = 1.00
test_object =  1968, predicted_class =   0, true_class =   0, nn =  2186, distance =    2.49, accuracy = 1.00
test_object =  1969, predicted_class =   2, true_class =   0, nn =  4311, distance =    2.54, accuracy = 0.00
test_object =  1970, predicted_class =   0, true_class =   0, nn =  4278, distance =    1.31, accuracy = 1.00
test_object =  1971, predicted_class =   0, true_class =   0, nn =  4360, distance =    1.07, accuracy = 1.00
test_object =  1972, predicted_class =   4, true_class =   4, nn =  4363, distance =    1.12, accuracy = 1.00
test_object =  1973, predicted_class =   4, true_class =   4, nn =  4428, distance =    1.44, accuracy = 1.00
test_object =  1974, predicted_class =   4, true_class =   4, nn =  4301, distance =    1.51, accuracy = 1.00
test_object =  1975, predicted_class =   4, true_class =   4, nn =  4430, distance =    1.61, accuracy = 1.00
test_object =  1976, predicted_class =   3, true_class =   2, nn =  1868, distance =    1.35, accuracy = 0.00
test_object =  1977, predicted_class =   2, true_class =   2, nn =  4380, distance =    1.28, accuracy = 1.00
test_object =  1978, predicted_class =   0, true_class =   0, nn =  3355, distance =    2.32, accuracy = 1.00
test_object =  1979, predicted_class =   0, true_class =   0, nn =  3810, distance =    1.85, accuracy = 1.00
test_object =  1980, predicted_class =   0, true_class =   0, nn =  3811, distance =    1.43, accuracy = 1.00
test_object =  1981, predicted_class =   0, true_class =   0, nn =  4202, distance =    1.15, accuracy = 1.00
test_object =  1982, predicted_class =   0, true_class =   0, nn =  3909, distance =    1.02, accuracy = 1.00
test_object =  1983, predicted_class =   0, true_class =   0, nn =  4275, distance =    1.17, accuracy = 1.00
