 3
reading data..
reading trainig data from : pendigits_training.txt
reading test data from : pendigits_test.txt
handling NNC with K:3
test_object =     0, predicted_class =   8, true_class =   8, nn =   270, distance =    0.75, accuracy = 1.00
test_object =  3103, predicted_class =   1, true_class =   1, nn =   672, distance =    0.94, accuracy = 1.00
test_object =  3104, predicted_class =   0, true_class =   0, nn =  3006, distance =    0.51, accuracy = 1.00
test_object =  3105, predicted_class =   8, true_class =   8, nn =  3827, distance =    1.03, accuracy = 1.00
test_object =  3106, predicted_class =   3, true_class =   3, nn =  6172, distance =    0.66, accuracy = 1.00
test_object =  3107, predicted_class =   4, true_class =   4, nn =  3777, distance =    0.73, accuracy = 1.00
test_object =  3108, predicted_class =   3, true_class =   3, nn =  3533, distance =    0.77, accuracy = 1.00
test_object =  3109, predicted_class =   1, true_class =   1, nn =  3873, distance =    1.08, accuracy = 1.00
test_object =  3110, predicted_class =   9, true_class =   9, nn =  6620, distance =    0.92, accuracy = 1.00
test_object =  3111, predicted_class =   5, true_class =   5, nn =  1490, distance =    0.93, accuracy = 1.00
test_object =  3112, predicted_class =   7, true_class =   7, nn =  1095, distance =    0.76, accuracy = 1.00
test_object =  3113, predicted_class =   2, true_class =   2, nn =  6904, distance =    0.75, accuracy = 1.00
test_object =  3114, predicted_class =   5, true_class =   5, nn =  6348, distance =    0.67, accuracy = 1.00
test_object =  3115, predicted_class =   9, true_class =   9, nn =  5808, distance =    0.84, accuracy = 1.00
test_object =  3116, predicted_class =   6, true_class =   6, nn =  6973, distance =    0.46, accuracy = 1.00
test_object =  3117, predicted_class =   1, true_class =   1, nn =  5438, distance =    1.01, accuracy = 1.00
test_object =  3118, predicted_class =   5, true_class =   5, nn =  3277, distance =    1.00, accuracy = 1.00
test_object =  3119, predicted_class =   2, true_class =   2, nn =  4084, distance =    0.55, accuracy = 1.00
test_object =  3120, predicted_class =   0, true_class =   0, nn =  4575, distance =    0.89, accuracy = 1.00
test_object =  3121, predicted_class =   9, true_class =   9, nn =  4013, distance =    0.72, accuracy = 1.00
test_object =  3122, predicted_class =   0, true_class =   0, nn =  2145, distance =    0.56, accuracy = 1.00
test_object =  3123, predicted_class =   4, true_class =   4, nn =   371, distance =    0.89, accuracy = 1.00
test_object =  3124, predicted_class =   2, true_class =   2, nn =  3652, distance =    0.53, accuracy = 1.00
test_object =  3125, predicted_class =   7, true_class =   7, nn =  6891, distance =    1.54, accuracy = 1.00
test_object =  3126, predicted_class =   0, true_class =   0, nn =  2209, distance =    0.61, accuracy = 1.00
test_object =  3127, predicted_class =   7, true_class =   7, nn =  2893, distance =    0.76, accuracy = 1.00
test_object =  3128, predicted_class =   6, true_class =   6, nn =  2286, distance =    0.60, accuracy = 1.00
test_object =  3129, predicted_class =   1, true_class =   1, nn =   806, distance =    0.80, accuracy = 1.00
test_object =  3130, predicted_class =   2, true_class =   2, nn =  4588, distance =    0.51, accuracy = 1.00
test_object =  3131, predicted_class =   4, true_class =   4, nn =  3631, distance =    0.51, accuracy = 1.00
test_object =  3132, predicted_class =   9, true_class =   9, nn =  4252, distance =    1.07, accuracy = 1.00
test_object =  3133, predicted_class =   8, true_class =   8, nn =  5861, distance =    0.86, accuracy = 1.00
test_object =  3134, predicted_class =   5, true_class =   9, nn =   901, distance =    1.40, accuracy = 0.00
test_object =  3135, predicted_class =   8, true_class =   8, nn =  3922, distance =    1.12, accuracy = 1.00
test_object =  3136, predicted_class =   7, true_class =   7, nn =  4527, distance =    0.72, accuracy = 1.00
test_object =  3137, predicted_class =   8, true_class =   8, nn =  3763, distance =    1.33, accuracy = 1.00
test_object =  3138, predicted_class =   6, true_class =   6, nn =  4531, distance =    1.20, accuracy = 1.00
test_object =  3139, predicted_class =   4, true_class =   4, nn =  7297, distance =    0.87, accuracy = 1.00
test_object =  3140, predicted_class =   0, true_class =   0, nn =  3360, distance =    0.60, accuracy = 1.00
test_object =  3141, predicted_class =   1, true_class =   1, nn =  4482, distance =    0.92, accuracy = 1.00
test_object =  3142, predicted_class =   3, true_class =   3, nn =  2093, distance =    0.54, accuracy = 1.00
test_object =  3143, predicted_class =   2, true_class =   2, nn =  4117, distance =    0.69, accuracy = 1.00
test_object =  3144, predicted_class =   7, true_class =   7, nn =  7370, distance =    0.76, accuracy = 1.00
test_object =  3145, predicted_class =   3, true_class =   3, nn =  5180, distance =    1.26, accuracy = 1.00
test_object =  3146, predicted_class =   8, true_class =   8, nn =  1139, distance =    1.55, accuracy = 1.00
test_object =  3147, predicted_class =   8, true_class =   8, nn =   103, distance =    0.89, accuracy = 1.00
test_object =  3148, predicted_class =   4, true_class =   4, nn =  4555, distance =    0.59, accuracy = 1.00
test_object =  3149, predicted_class =   4, true_class =   4, nn =  5043, distance =    0.82, accuracy = 1.00
test_object =  3150, predicted_class =   8, true_class =   8, nn =   876, distance =    0.93, accuracy = 1.00
test_object =  3151, predicted_class =   9, true_class =   9, nn =    10, distance =    1.43, accuracy = 1.00
test_object =  3152, predicted_class =   9, true_class =   9, nn =  1495, distance =    0.90, accuracy = 1.00
test_object =  3153, predicted_class =   1, true_class =   1, nn =  4920, distance =    0.43, accuracy = 1.00
test_object =  3154, predicted_class =   1, true_class =   1, nn =   213, distance =    0.66, accuracy = 1.00
test_object =  3155, predicted_class =   7, true_class =   7, nn =  5541, distance =    0.88, accuracy = 1.00
test_object =  3156, predicted_class =   9, true_class =   9, nn =    10, distance =    0.72, accuracy = 1.00
test_object =  3157, predicted_class =   1, true_class =   1, nn =  4236, distance =    0.69, accuracy = 1.00
test_object =  3158, predicted_class =   2, true_class =   2, nn =  1223, distance =    0.64, accuracy = 1.00
test_object =  3159, predicted_class =   6, true_class =   6, nn =  3915, distance =    0.71, accuracy = 1.00
test_object =  3160, predicted_class =   6, true_class =   6, nn =  4690, distance =    0.53, accuracy = 1.00
test_object =  3161, predicted_class =   9, true_class =   9, nn =  2818, distance =    0.59, accuracy = 1.00
test_object =  3162, predicted_class =   4, true_class =   4, nn =  6107, distance =    0.52, accuracy = 1.00
test_object =  3163, predicted_class =   0, true_class =   0, nn =  1446, distance =    1.02, accuracy = 1.00
test_object =  3164, predicted_class =   9, true_class =   9, nn =  2098, distance =    1.10, accuracy = 1.00
test_object =  3165, predicted_class =   9, true_class =   9, nn =  4594, distance =    1.04, accuracy = 1.00
test_object =  3166, predicted_class =   7, true_class =   7, nn =  1823, distance =    0.64, accuracy = 1.00
test_object =  3167, predicted_class =   9, true_class =   9, nn =  6153, distance =    1.28, accuracy = 1.00
test_object =  3168, predicted_class =   5, true_class =   5, nn =  6039, distance =    0.66, accuracy = 1.00
test_object =  3169, predicted_class =   2, true_class =   2, nn =    18, distance =    0.90, accuracy = 1.00
test_object =  3170, predicted_class =   6, true_class =   6, nn =  5375, distance =    0.97, accuracy = 1.00
test_object =  3171, predicted_class =   7, true_class =   7, nn =  3996, distance =    0.60, accuracy = 1.00
test_object =  3172, predicted_class =   5, true_class =   5, nn =   500, distance =    1.58, accuracy = 1.00
test_object =  3173, predicted_class =   2, true_class =   1, nn =  3628, distance =    1.16, accuracy = 0.00
test_object =  3174, predicted_class =   1, true_class =   1, nn =  4370, distance =    0.79, accuracy = 1.00
test_object =  3175, predicted_class =   0, true_class =   0, nn =  6925, distance =    0.80, accuracy = 1.00
test_object =  3176, predicted_class =   4, true_class =   4, nn =  3368, distance =    0.60, accuracy = 1.00
test_object =  3177, predicted_class =   7, true_class =   7, nn =  1673, distance =    0.80, accuracy = 1.00
test_object =  3178, predicted_class =   4, true_class =   4, nn =  7428, distance =    0.84, accuracy = 1.00
test_object =  3179, predicted_class =   5, true_class =   5, nn =  2293, distance =    1.15, accuracy = 1.00
test_object =  3180, predicted_class =   0, true_class =   0, nn =  4861, distance =    0.62, accuracy = 1.00
test_object =  3181, predicted_class =   2, true_class =   2, nn =  2365, distance =    0.62, accuracy = 1.00
test_object =  3182, predicted_class =   7, true_class =   7, nn =  1985, distance =    0.80, accuracy = 1.00
test_object =  3183, predicted_class =   3, true_class =   3, nn =  3728, distance =    0.69, accuracy = 1.00
test_object =  3184, predicted_class =   4, true_class =   4, nn =  4676, distance =    0.67, accuracy = 1.00
test_object =  3185, predicted_class =   3, true_class =   3, nn =  5685, distance =    0.85, accuracy = 1.00
test_object =  3186, predicted_class =   0, true_class =   0, nn =  1669, distance =    0.72, accuracy = 1.00
test_object =  3187, predicted_class =   8, true_class =   8, nn =  1288, distance =    1.66, accuracy = 1.00
test_object =  3188, predicted_class =   5, true_class =   5, nn =  2665, distance =    0.85, accuracy = 1.00
test_object =  3189, predicted_class =   8, true_class =   8, nn =    65, distance =    1.14, accuracy = 1.00
test_object =  3190, predicted_class =   4, true_class =   4, nn =  6494, distance =    0.97, accuracy = 1.00
test_object =  3191, predicted_class =   1, true_class =   1, nn =  2889, distance =    0.53, accuracy = 1.00
test_object =  3192, predicted_class =   5, true_class =   5, nn =  5910, distance =    0.65, accuracy = 1.00
test_object =  3193, predicted_class =   7, true_class =   7, nn =  1188, distance =    0.76, accuracy = 1.00
test_object =  3194, predicted_class =   2, true_class =   2, nn =  2951, distance =    0.91, accuracy = 1.00
test_object =  3195, predicted_class =   8, true_class =   8, nn =  1958, distance =    0.70, accuracy = 1.00
test_object =  3196, predicted_class =   2, true_class =   2, nn =  2813, distance =    0.96, accuracy = 1.00
test_object =  3197, predicted_class =   8, true_class =   8, nn =  2879, distance =    1.09, accuracy = 1.00
test_object =  3198, predicted_class =   0, true_class =   0, nn =  5317, distance =    1.10, accuracy = 1.00
test_object =  3199, predicted_class =   4, true_class =   4, nn =  5493, distance =    0.85, accuracy = 1.00
test_object =  3200, predicted_class =   7, true_class =   7, nn =  2703, distance =    0.67, accuracy = 1.00
test_object =  3201, predicted_class =   0, true_class =   0, nn =  2096, distance =    0.42, accuracy = 1.00
test_object =  3202, predicted_class =   4, true_class =   4, nn =  6519, distance =    0.95, accuracy = 1.00
test_object =  3203, predicted_class =   9, true_class =   9, nn =  3481, distance =    0.75, accuracy = 1.00
test_object =  3204, predicted_class =   8, true_class =   8, nn =  2879, distance =    0.99, accuracy = 1.00
test_object =  3205, predicted_class =   0, true_class =   0, nn =  2508, distance =    0.60, accuracy = 1.00
test_object =  3206, predicted_class =   3, true_class =   3, nn =  1611, distance =    1.15, accuracy = 1.00
test_object =  3207, predicted_class =   8, true_class =   8, nn =   630, distance =    0.98, accuracy = 1.00
test_object =  3208, predicted_class =   1, true_class =   1, nn =  1921, distance =    1.26, accuracy = 1.00
test_object =  3209, predicted_class =   3, true_class =   3, nn =  5391, distance =    0.48, accuracy = 1.00
test_object =  3210, predicted_class =   6, true_class =   6, nn =  5741, distance =    0.68, accuracy = 1.00
test_object =  3211, predicted_class =   4, true_class =   4, nn =  3183, distance =    0.65, accuracy = 1.00
test_object =  3212, predicted_class =   5, true_class =   5, nn =   298, distance =    0.88, accuracy = 1.00
test_object =  3213, predicted_class =   0, true_class =   0, nn =  2230, distance =    0.62, accuracy = 1.00
test_object =  3214, predicted_class =   0, true_class =   0, nn =  3349, distance =    0.57, accuracy = 1.00
test_object =  3215, predicted_class =   0, true_class =   0, nn =  6068, distance =    0.49, accuracy = 1.00
test_object =  3216, predicted_class =   9, true_class =   9, nn =  5808, distance =    0.77, accuracy = 1.00
test_object =  3217, predicted_class =   4, true_class =   4, nn =  2646, distance =    0.79, accuracy = 1.00
test_object =  3218, predicted_class =   7, true_class =   7, nn =  5010, distance =    0.50, accuracy = 1.00
test_object =  3219, predicted_class =   6, true_class =   6, nn =  1960, distance =    0.57, accuracy = 1.00
test_object =  3220, predicted_class =   2, true_class =   2, nn =  4589, distance =    0.77, accuracy = 1.00
test_object =  3221, predicted_class =   1, true_class =   1, nn =  2889, distance =    0.75, accuracy = 1.00
test_object =  3222, predicted_class =   1, true_class =   1, nn =  5438, distance =    0.83, accuracy = 1.00
test_object =  3223, predicted_class =   4, true_class =   4, nn =  6287, distance =    0.75, accuracy = 1.00
test_object =  3224, predicted_class =   8, true_class =   8, nn =   584, distance =    0.86, accuracy = 1.00
test_object =  3225, predicted_class =   0, true_class =   0, nn =   752, distance =    0.91, accuracy = 1.00
test_object =  3226, predicted_class =   3, true_class =   3, nn =  2698, distance =    0.57, accuracy = 1.00
test_object =  3227, predicted_class =   8, true_class =   8, nn =   393, distance =    0.99, accuracy = 1.00
test_object =  3228, predicted_class =   3, true_class =   3, nn =    79, distance =    0.64, accuracy = 1.00
